Dataset,Noise Type,Noise Level Index,Accuracy Mean,Accuracy SE,Relabelling F1 Mean,Relabelling F1 SE,Relabelling Accuracy Mean,Relabelling Accuracy SE
10,0,4,0.86953047,0.034690043,0.849541758,0.034253305,0.852887929,0.034350813
10,0,5,0.104095904,0.022434426,0.118121892,0.023468319,0.108434948,0.023030843
10,0,6,0.075924076,0.003804854,0.112668827,0.005713858,0.086061729,0.004494433
10,0,7,0.073326673,0.003065944,0.124536462,0.006147613,0.084007238,0.004235604
10,0,8,0.074525475,0.003165801,0.14300394,0.005618513,0.086119753,0.003598822
10,0,9,0.077122877,0.004119557,0.158282878,0.008271081,0.086720322,0.005093122
10,1,0,0.955044955,0.002856596,0.714285714,0.077475164,0.714285714,0.077475164
10,1,1,0.95044955,0.00281436,0.803825548,0.012163545,0.819640497,0.014621457
10,1,2,0.932667333,0.003683496,0.845715411,0.006339593,0.808145159,0.009482103
10,1,3,0.847152847,0.007961097,0.830593324,0.007362128,0.791881875,0.007991507
10,1,4,0.637762238,0.011923491,0.747315853,0.018859047,0.70580012,0.017825071
10,1,5,0.343256743,0.010739691,0.1750263,0.022875828,0.151994756,0.02105572
10,1,6,0.151848152,0.007199007,0.068549731,0.006467081,0.049843475,0.004853717
10,1,7,0.08031968,0.004017396,0.048880701,0.00484949,0.031279808,0.003201814
10,1,8,0.046353646,0.00324456,0.053428882,0.004989989,0.030823034,0.003015977
10,1,9,0.043756244,0.002942443,0.001471439,0.000419092,0.00073776,0.000210211
10,2,0,0.96023976,0.002849188,0,0,0,0
10,2,1,0.935464535,0.003836507,0,0,0,0
10,2,2,0.926873127,0.00402732,0,0,0,0
10,2,3,0.899300699,0.006899534,0,0,0,0
10,2,4,0.786213786,0.019319456,0,0,0,0
10,2,5,0.198601399,0.021799776,0,0,0,0
10,2,6,0.097902098,0.007080605,0,0,0,0
10,2,7,0.074125874,0.004244492,0,0,0,0
10,2,8,0.062737263,0.004018565,0,0,0,0
10,2,9,0.039360639,0.002690656,0,0,0,0
11,0,0,0.922477522,0.003965921,0,0,0,0
11,0,1,0.927272727,0.00337023,0.695967195,0.010886274,0.897570498,0.006681411
11,0,2,0.928471528,0.004045065,0.831590112,0.006011111,0.906932893,0.004979156
11,0,3,0.926673327,0.003561959,0.873131616,0.00424027,0.89965106,0.004474986
11,0,4,0.845754246,0.040254483,0.83011831,0.039539927,0.834564692,0.039730337
11,0,5,0.15044955,0.037501435,0.166999829,0.039861038,0.156637635,0.039583922
11,0,6,0.073526474,0.004017396,0.111199138,0.005825554,0.085501711,0.004648485
11,0,7,0.077922078,0.004292081,0.125689918,0.00517045,0.08449432,0.003611711
11,0,8,0.071328671,0.004042162,0.134043395,0.005704128,0.080427471,0.003669238
11,0,9,0.077122877,0.004119557,0.158282878,0.008271081,0.086720322,0.005093122
11,1,0,0.955044955,0.002856596,0.714285714,0.077475164,0.714285714,0.077475164
11,1,1,0.954245754,0.003065561,0.813925958,0.012674754,0.832644838,0.012887704
11,1,2,0.926073926,0.003346807,0.838531058,0.007623424,0.809425855,0.008001955
11,1,3,0.841558442,0.007039528,0.842147667,0.007974359,0.80486535,0.009611514
11,1,4,0.631768232,0.012791895,0.720089801,0.028452821,0.684520239,0.027819817
11,1,5,0.341658342,0.0095735,0.186108604,0.018145984,0.162673597,0.01677039
11,1,6,0.148451548,0.007693033,0.076792659,0.006587567,0.055982576,0.004898233
11,1,7,0.06993007,0.004154465,0.046941576,0.004163705,0.029670574,0.002704821
11,1,8,0.045354645,0.003132245,0.049329471,0.005151574,0.02828613,0.003065115
11,1,9,0.043756244,0.002942443,0.001471439,0.000419092,0.00073776,0.000210211
11,2,0,0.96023976,0.002849188,0,0,0,0
11,2,1,0.942257742,0.004245875,0,0,0,0
11,2,2,0.923276723,0.004227862,0,0,0,0
11,2,3,0.901898102,0.006534198,0,0,0,0
11,2,4,0.763236763,0.023013785,0,0,0,0
11,2,5,0.219180819,0.017792845,0,0,0,0
11,2,6,0.098301698,0.00674133,0,0,0,0
11,2,7,0.06973027,0.004609181,0,0,0,0
11,2,8,0.062537463,0.004318806,0,0,0,0
11,2,9,0.039360639,0.002690656,0,0,0,0
12,0,0,0.922477522,0.003965921,0,0,0,0
12,0,1,0.925474525,0.003439541,0.748772701,0.009501339,0.898956841,0.007546176
12,0,2,0.921078921,0.002743377,0.850946262,0.005493162,0.890596828,0.007437678
12,0,3,0.819180819,0.041554684,0.783311918,0.047388752,0.787164378,0.047379937
12,0,4,0.092707293,0.005186889,0.099220227,0.005845825,0.0900473,0.005459657
12,0,5,0.087112887,0.005288881,0.113711547,0.005618416,0.084221828,0.004371023
12,0,6,0.082117882,0.003871238,0.142442147,0.005387058,0.095167415,0.003979168
12,0,7,0.073326673,0.003092635,0.137226168,0.005605787,0.08504827,0.003767488
12,0,8,0.072527473,0.003368836,0.150952321,0.006173862,0.087809488,0.003922163
12,0,9,0.077122877,0.004119557,0.158282878,0.008271081,0.086720322,0.005093122
12,1,0,0.955044955,0.002856596,0.714285714,0.077475164,0.714285714,0.077475164
12,1,1,0.947252747,0.003183922,0.83587321,0.008068679,0.836079999,0.008860473
12,1,2,0.872327672,0.005786095,0.851009054,0.006802082,0.807908154,0.00872252
12,1,3,0.677322677,0.008417732,0.745900504,0.029882079,0.718118005,0.028241874
12,1,4,0.455944056,0.010477947,0.133336371,0.008644148,0.111246607,0.007519425
12,1,5,0.246753247,0.00915856,0.09866778,0.005944438,0.068238958,0.004115744
12,1,6,0.12047952,0.007292667,0.07345333,0.006852949,0.045561832,0.004402505
12,1,7,0.064135864,0.004380621,0.068815504,0.005519832,0.040140691,0.003312975
12,1,8,0.048351648,0.003360111,0.043906211,0.004321999,0.024063496,0.002452686
12,1,9,0.043756244,0.002942443,0.001471439,0.000419092,0.00073776,0.000210211
12,2,0,0.96023976,0.002849188,0,0,0,0
12,2,1,0.942657343,0.003389683,0,0,0,0
12,2,2,0.925674326,0.00357019,0,0,0,0
12,2,3,0.804595405,0.025023776,0,0,0,0
12,2,4,0.193806194,0.010903738,0,0,0,0
12,2,5,0.134265734,0.009516053,0,0,0,0
12,2,6,0.095704296,0.005922474,0,0,0,0
12,2,7,0.082317682,0.005216458,0,0,0,0
12,2,8,0.058741259,0.003536819,0,0,0,0
12,2,9,0.039360639,0.002690656,0,0,0,0
13,0,0,0.922477522,0.003965921,0,0,0,0
13,0,1,0.927272727,0.00337023,0.695967195,0.010886274,0.897570498,0.006681411
13,0,2,0.928471528,0.004045065,0.831590112,0.006011111,0.906932893,0.004979156
13,0,3,0.926673327,0.003561959,0.873131616,0.00424027,0.89965106,0.004474986
13,0,4,0.845754246,0.040254483,0.83011831,0.039539927,0.834564692,0.039730337
13,0,5,0.15044955,0.037501435,0.166999829,0.039861038,0.156637635,0.039583922
13,0,6,0.073526474,0.004017396,0.111199138,0.005825554,0.085501711,0.004648485
13,0,7,0.077922078,0.004292081,0.125689918,0.00517045,0.08449432,0.003611711
13,0,8,0.071328671,0.004042162,0.134043395,0.005704128,0.080427471,0.003669238
13,0,9,0.077122877,0.004119557,0.158282878,0.008271081,0.086720322,0.005093122
13,1,0,0.955044955,0.002856596,0.714285714,0.077475164,0.714285714,0.077475164
13,1,1,0.954245754,0.003065561,0.813925958,0.012674754,0.832644838,0.012887704
13,1,2,0.926073926,0.003346807,0.838531058,0.007623424,0.809425855,0.008001955
13,1,3,0.841558442,0.007039528,0.842147667,0.007974359,0.80486535,0.009611514
13,1,4,0.631768232,0.012791895,0.720089801,0.028452821,0.684520239,0.027819817
13,1,5,0.341658342,0.0095735,0.186108604,0.018145984,0.162673597,0.01677039
13,1,6,0.148451548,0.007693033,0.076792659,0.006587567,0.055982576,0.004898233
13,1,7,0.06993007,0.004154465,0.046941576,0.004163705,0.029670574,0.002704821
13,1,8,0.045354645,0.003132245,0.049329471,0.005151574,0.02828613,0.003065115
13,1,9,0.043756244,0.002942443,0.001471439,0.000419092,0.00073776,0.000210211
13,2,0,0.96023976,0.002849188,0,0,0,0
13,2,1,0.942257742,0.004245875,0,0,0,0
13,2,2,0.923276723,0.004227862,0,0,0,0
13,2,3,0.901898102,0.006534198,0,0,0,0
13,2,4,0.763236763,0.023013785,0,0,0,0
13,2,5,0.219180819,0.017792845,0,0,0,0
13,2,6,0.098301698,0.00674133,0,0,0,0
13,2,7,0.06973027,0.004609181,0,0,0,0
13,2,8,0.062537463,0.004318806,0,0,0,0
13,2,9,0.039360639,0.002690656,0,0,0,0
14,0,0,0.922477522,0.003965921,0,0,0,0
14,0,1,0.926473526,0.003619184,0.576769539,0.013690581,0.580547112,0.010080926
14,0,2,0.922077922,0.00344193,0.777173823,0.006013643,0.674468085,0.006442301
14,0,3,0.924275724,0.003699082,0.855748161,0.005354924,0.755734406,0.007285258
14,0,4,0.914085914,0.003688911,0.874827095,0.004202457,0.782615268,0.005691033
14,0,5,0.914085914,0.004529006,0.906973944,0.004843851,0.833898305,0.007117525
14,0,6,0.096703297,0.020616415,0.180998662,0.020065558,0.15,0.01814834
14,0,7,0.078521479,0.003593137,0.154900101,0.00804013,0.108675011,0.006128615
14,0,8,0.075324675,0.002705886,0.151777081,0.0065512,0.093046107,0.004377992
14,0,9,0.074325674,0.003900245,0.150324935,0.006196923,0.081690141,0.003680649
14,1,0,0.955044955,0.002856596,0.714285714,0.077475164,0.714285714,0.077475164
14,1,1,0.937062937,0.003603579,0.405336286,0.013661488,0.303343465,0.014760016
14,1,2,0.899100899,0.004704486,0.580923248,0.010464739,0.422796353,0.010231288
14,1,3,0.821178821,0.006123841,0.662493635,0.006058018,0.501609658,0.007013111
14,1,4,0.717282717,0.007488393,0.723923219,0.00513195,0.575359033,0.005345603
14,1,5,0.573426573,0.009052177,0.721049884,0.010348486,0.60157385,0.010264426
14,1,6,0.286713287,0.007464837,0.150514441,0.014351492,0.117806841,0.011649979
14,1,7,0.08951049,0.004913957,0.046019045,0.004474558,0.030125162,0.002986641
14,1,8,0.047352647,0.003007952,0.058220372,0.004603222,0.033862434,0.002798476
14,1,9,0.043756244,0.002942443,0.000267648,0.000186452,0.000134138,9.34E-05
14,2,0,0.96023976,0.002849188,0,0,0,0
14,2,1,0.915084915,0.003837119,0,0,0,0
14,2,2,0.906493506,0.004395604,0,0,0,0
14,2,3,0.88031968,0.004584917,0,0,0,0
14,2,4,0.851748252,0.006855317,0,0,0,0
14,2,5,0.774225774,0.009528014,0,0,0,0
14,2,6,0.133666334,0.013870272,0,0,0,0
14,2,7,0.056343656,0.003305506,0,0,0,0
14,2,8,0.058541459,0.003672323,0,0,0,0
14,2,9,0.03996004,0.002636436,0,0,0,0
15,0,0,0.870743953,0.005354636,0,0,0,0
15,0,1,0.861706983,0.007479009,0.55897198,0.014914879,0.835650256,0.013334229
15,0,2,0.855864902,0.007188002,0.715146869,0.013517781,0.845355176,0.011230003
15,0,3,0.857507987,0.006842501,0.791218662,0.010880293,0.839318495,0.01037593
15,0,4,0.721314468,0.021235385,0.674164157,0.023817909,0.689875305,0.023679835
15,0,5,0.27247832,0.021586519,0.291108672,0.020525042,0.267494215,0.019236843
15,0,6,0.150798722,0.008825017,0.198376321,0.011212006,0.156236166,0.009274735
15,0,7,0.133728891,0.003184516,0.19678231,0.004765421,0.136284799,0.003610055
15,0,8,0.145047923,0.007896985,0.23347985,0.011472089,0.147993019,0.008597529
15,0,9,0.128890917,0.005458709,0.237111827,0.00954674,0.135752401,0.006795271
15,1,0,0.882884528,0.002279699,0.028571429,0.028571429,0.028571429,0.028571429
15,1,1,0.85979005,0.002783919,0.678029207,0.006448713,0.736201554,0.012040882
15,1,2,0.801186673,0.003985867,0.751207714,0.003852239,0.737100102,0.007986604
15,1,3,0.701871292,0.00576714,0.752309996,0.005795177,0.694227093,0.006740419
15,1,4,0.572341397,0.006303472,0.639885147,0.013939818,0.575070328,0.012696894
15,1,5,0.429575536,0.005296654,0.271160717,0.011485854,0.223135128,0.009832159
15,1,6,0.300045641,0.004986399,0.106502062,0.003948799,0.07555152,0.002942868
15,1,7,0.20073026,0.00405922,0.091043341,0.003385286,0.057808509,0.002297927
15,1,8,0.143587403,0.003051928,0.093508254,0.003061403,0.053718902,0.001882371
15,1,9,0.117298037,0.002255599,0.0452929,0.005729388,0.023479189,0.003091905
15,2,0,0.8840712,0.002739818,0,0,0,0
15,2,1,0.884618895,0.002535598,0,0,0,0
15,2,2,0.878594249,0.003009637,0,0,0,0
15,2,3,0.852031036,0.003252815,0,0,0,0
15,2,4,0.721405751,0.014283651,0,0,0,0
15,2,5,0.328708352,0.012636303,0,0,0,0
15,2,6,0.150981287,0.004721272,0,0,0,0
15,2,7,0.126791419,0.002345822,0,0,0,0
15,2,8,0.117298037,0.00254168,0,0,0,0
15,2,9,0.116567777,0.002682234,0,0,0,0
16,0,0,0.870743953,0.005354636,0,0,0,0
16,0,1,0.862984938,0.004645132,0.559031262,0.014080082,0.833205394,0.010698685
16,0,2,0.862619808,0.006030664,0.717219099,0.012939903,0.841784334,0.010474853
16,0,3,0.855499772,0.006250099,0.789202556,0.009017812,0.841661562,0.007493363
16,0,4,0.744591511,0.023753562,0.712179542,0.025003601,0.721520591,0.024960723
16,0,5,0.295390233,0.02137158,0.314177491,0.021869168,0.289031431,0.020854384
16,0,6,0.154997718,0.011971652,0.19942811,0.014572849,0.158659457,0.012754962
16,0,7,0.143222273,0.006019966,0.215110702,0.012229412,0.151296723,0.009659441
16,0,8,0.128525787,0.004569385,0.217022347,0.00787477,0.135490869,0.00572181
16,0,9,0.128890917,0.005458709,0.237111827,0.00954674,0.135752401,0.006795271
16,1,0,0.882884528,0.002279699,0.028571429,0.028571429,0.028571429,0.028571429
16,1,1,0.855864902,0.003247536,0.674931075,0.005974483,0.740583586,0.010078361
16,1,2,0.790780466,0.004244911,0.741896999,0.00469495,0.71626826,0.006499164
16,1,3,0.690734824,0.004219432,0.748936793,0.005545852,0.697076778,0.005868569
16,1,4,0.56485623,0.005640865,0.576260838,0.013217887,0.518794388,0.012014271
16,1,5,0.42428115,0.006123538,0.231978377,0.013858695,0.190067563,0.011919017
16,1,6,0.292560475,0.005627903,0.10410155,0.004031631,0.074061283,0.003012229
16,1,7,0.19963487,0.003658877,0.095832213,0.002689019,0.060959925,0.001800254
16,1,8,0.13911456,0.003426368,0.089076583,0.002870457,0.050946082,0.001752519
16,1,9,0.117298037,0.002255599,0.0452929,0.005729388,0.023479189,0.003091905
16,2,0,0.8840712,0.002739818,0,0,0,0
16,2,1,0.882884528,0.002602941,0,0,0,0
16,2,2,0.870561387,0.003171638,0,0,0,0
16,2,3,0.842811502,0.00494048,0,0,0,0
16,2,4,0.663441351,0.012784883,0,0,0,0
16,2,5,0.290004564,0.014580986,0,0,0,0
16,2,6,0.151528982,0.004426745,0,0,0,0
16,2,7,0.122501141,0.003410309,0,0,0,0
16,2,8,0.114376997,0.002491331,0,0,0,0
16,2,9,0.116567777,0.002682234,0,0,0,0
17,0,0,0.870743953,0.005354636,0,0,0,0
17,0,1,0.860702875,0.005772237,0.570762955,0.01376541,0.837231291,0.009695934
17,0,2,0.864719306,0.005414532,0.724821401,0.011640434,0.844362507,0.009797164
17,0,3,0.852031036,0.006152843,0.78344709,0.012551606,0.832510549,0.011586409
17,0,4,0.746417161,0.021784101,0.722041787,0.02334913,0.729355328,0.023651441
17,0,5,0.232314012,0.020841738,0.252526338,0.021668286,0.228871224,0.020403321
17,0,6,0.147695116,0.008602834,0.191026454,0.013197311,0.149597781,0.01150132
17,0,7,0.136376084,0.006230423,0.206885342,0.011515397,0.143681096,0.009138201
17,0,8,0.130990415,0.005422538,0.22096976,0.007994215,0.136843723,0.005819138
17,0,9,0.128890917,0.005458709,0.237111827,0.00954674,0.135752401,0.006795271
17,1,0,0.882884528,0.002279699,0.028571429,0.028571429,0.028571429,0.028571429
17,1,1,0.854769512,0.003378469,0.677400198,0.006247805,0.732300621,0.010853781
17,1,2,0.789046098,0.004438743,0.751541513,0.004495564,0.727820139,0.00670808
17,1,3,0.686170698,0.004352097,0.747783014,0.005876403,0.696535615,0.007196422
17,1,4,0.558375171,0.005487144,0.58612947,0.011460402,0.528023278,0.011139633
17,1,5,0.419625742,0.006730955,0.220131524,0.011054586,0.177783952,0.009278359
17,1,6,0.289548152,0.004961764,0.100509543,0.003818977,0.070650412,0.002875091
17,1,7,0.191602008,0.004454175,0.096151751,0.002879761,0.060726516,0.001950157
17,1,8,0.136467366,0.003373968,0.084812532,0.003305567,0.047944328,0.001979451
17,1,9,0.117298037,0.002255599,0.0452929,0.005729388,0.023479189,0.003091905
17,2,0,0.8840712,0.002739818,0,0,0,0
17,2,1,0.88297581,0.002590199,0,0,0,0
17,2,2,0.871200365,0.003068265,0,0,0,0
17,2,3,0.840803286,0.005525155,0,0,0,0
17,2,4,0.660246463,0.011166136,0,0,0,0
17,2,5,0.288635326,0.011676084,0,0,0,0
17,2,6,0.147238704,0.0043566,0,0,0,0
17,2,7,0.122227293,0.002739102,0,0,0,0
17,2,8,0.114285714,0.002512879,0,0,0,0
17,2,9,0.116567777,0.002682234,0,0,0,0
18,0,0,0.870743953,0.005354636,0,0,0,0
18,0,1,0.862984938,0.004645132,0.559031262,0.014080082,0.833205394,0.010698685
18,0,2,0.862619808,0.006030664,0.717219099,0.012939903,0.841784334,0.010474853
18,0,3,0.855499772,0.006250099,0.789202556,0.009017812,0.841661562,0.007493363
18,0,4,0.744591511,0.023753562,0.712179542,0.025003601,0.721520591,0.024960723
18,0,5,0.295390233,0.02137158,0.314177491,0.021869168,0.289031431,0.020854384
18,0,6,0.154997718,0.011971652,0.19942811,0.014572849,0.158659457,0.012754962
18,0,7,0.143222273,0.006019966,0.215110702,0.012229412,0.151296723,0.009659441
18,0,8,0.128525787,0.004569385,0.217022347,0.00787477,0.135490869,0.00572181
18,0,9,0.128890917,0.005458709,0.237111827,0.00954674,0.135752401,0.006795271
18,1,0,0.882884528,0.002279699,0.028571429,0.028571429,0.028571429,0.028571429
18,1,1,0.855864902,0.003247536,0.674931075,0.005974483,0.740583586,0.010078361
18,1,2,0.790780466,0.004244911,0.741896999,0.00469495,0.71626826,0.006499164
18,1,3,0.690734824,0.004219432,0.748936793,0.005545852,0.697076778,0.005868569
18,1,4,0.56485623,0.005640865,0.576260838,0.013217887,0.518794388,0.012014271
18,1,5,0.42428115,0.006123538,0.231978377,0.013858695,0.190067563,0.011919017
18,1,6,0.292560475,0.005627903,0.10410155,0.004031631,0.074061283,0.003012229
18,1,7,0.19963487,0.003658877,0.095832213,0.002689019,0.060959925,0.001800254
18,1,8,0.13911456,0.003426368,0.089076583,0.002870457,0.050946082,0.001752519
18,1,9,0.117298037,0.002255599,0.0452929,0.005729388,0.023479189,0.003091905
18,2,0,0.8840712,0.002739818,0,0,0,0
18,2,1,0.882884528,0.002602941,0,0,0,0
18,2,2,0.870561387,0.003171638,0,0,0,0
18,2,3,0.842811502,0.00494048,0,0,0,0
18,2,4,0.663441351,0.012784883,0,0,0,0
18,2,5,0.290004564,0.014580986,0,0,0,0
18,2,6,0.151528982,0.004426745,0,0,0,0
18,2,7,0.122501141,0.003410309,0,0,0,0
18,2,8,0.114376997,0.002491331,0,0,0,0
18,2,9,0.116567777,0.002682234,0,0,0,0
19,0,0,0.870743953,0.005354636,0,0,0,0
19,0,1,0.871565495,0.00429399,0.46695707,0.008366005,0.523626374,0.005717051
19,0,2,0.852578731,0.00772784,0.619416403,0.013535533,0.569230769,0.006590797
19,0,3,0.860063898,0.006342348,0.745004364,0.008309918,0.641300366,0.004284789
19,0,4,0.852122319,0.006342039,0.783021349,0.012396507,0.681456044,0.009027979
19,0,5,0.768690096,0.014697069,0.720447791,0.015438054,0.630879121,0.013486666
19,0,6,0.390871748,0.018095756,0.460126665,0.019417921,0.386172161,0.017339296
19,0,7,0.133546326,0.005028245,0.236414278,0.007574619,0.172095761,0.006130531
19,0,8,0.137836604,0.00771562,0.256666262,0.011736372,0.166861264,0.009062873
19,0,9,0.136010954,0.006626078,0.241709858,0.009541529,0.138740662,0.006900685
19,1,0,0.882884528,0.002279699,0.028571429,0.028571429,0.028571429,0.028571429
19,1,1,0.895481515,0.001967158,0.235940169,0.010749034,0.147802198,0.008212888
19,1,2,0.89237791,0.002994698,0.449322203,0.00701991,0.296428571,0.006210697
19,1,3,0.850935646,0.002830278,0.59016766,0.008186589,0.425091575,0.008753561
19,1,4,0.746873574,0.004256442,0.616709975,0.006319026,0.456456044,0.006618714
19,1,5,0.626654496,0.004751697,0.583671136,0.005186713,0.436923077,0.004137931
19,1,6,0.46992241,0.005769519,0.414901657,0.00743024,0.308058608,0.005793452
19,1,7,0.28078503,0.004555634,0.144343499,0.004383754,0.09532967,0.003029001
19,1,8,0.155910543,0.003191665,0.129711645,0.003492725,0.077747253,0.002241168
19,1,9,0.117298037,0.002255599,0.036050058,0.002615401,0.018417442,0.001359386
19,2,0,0.8840712,0.002739818,0,0,0,0
19,2,1,0.895207668,0.002225849,0,0,0,0
19,2,2,0.895937928,0.00258091,0,0,0,0
19,2,3,0.877042446,0.002849694,0,0,0,0
19,2,4,0.82318576,0.004485756,0,0,0,0
19,2,5,0.705248745,0.006404985,0,0,0,0
19,2,6,0.450205386,0.010902952,0,0,0,0
19,2,7,0.142492013,0.004387653,0,0,0,0
19,2,8,0.113099042,0.00222739,0,0,0,0
19,2,9,0.117480602,0.002519697,0,0,0,0